geom_name,B1,B2,B3,C1,C2,C3,C4,S1,S2,S3
geom_249,198.3,162.4,387.1,1000.0,617.6,221.0,64.42,50.56,53.71,26.73
geom_250,141.8,76.28,683.8,1000.0,577.1,196.2,68.43,54.04,53.52,27.83
geom_251,108.6,195.4,212.0,1000.0,754.9,253.7,76.13,45.62,43.62,27.37
geom_252,193.1,147.5,576.6,1000.0,590.4,214.8,72.93,40.38,42.85,27.5
geom_253,127.5,55.36,553.8,1000.0,834.9,236.7,74.17,45.99,41.34,32.1
geom_254,106.3,92.51,249.3,1000.0,832.3,263.9,85.14,47.2,56.5,38.47
geom_255,109.2,68.28,229.6,1000.0,841.3,181.5,60.84,42.22,58.89,24.92
geom_256,175.1,104.1,227.1,1000.0,812.1,243.3,65.44,54.26,40.76,24.78
geom_257,101.2,122.1,540.5,1000.0,563.3,275.3,68.52,46.24,53.29,36.16
geom_258,106.6,54.81,535.8,1000.0,627.5,271.8,76.41,55.13,48.2,38.76
geom_259,174.4,97.09,691.1,1000.0,793.1,219.1,75.81,41.87,54.55,36.46
geom_260,181.8,114.6,235.8,1000.0,617.1,275.5,86.94,49.51,46.18,35.2
geom_261,148.7,196.4,261.0,1000.0,568.9,246.8,73.9,51.08,49.62,38.26
geom_262,199.4,77.06,409.9,1000.0,785.4,224.5,68.1,49.7,45.81,34.64
geom_263,167.7,118.6,617.0,1000.0,704.4,206.1,76.32,48.54,49.35,30.33
geom_264,107.6,147.3,521.1,1000.0,667.4,232.8,70.1,48.38,54.19,36.37
geom_265,158.8,66.02,536.4,1000.0,550.8,247.2,71.31,49.05,48.28,36.36
geom_266,146.1,125.7,477.4,1000.0,699.2,250.7,69.56,40.55,45.04,28.62
geom_267,169.7,188.3,658.1,1000.0,644.7,194.5,88.08,46.17,49.14,33.14
geom_268,195.5,88.57,612.4,1000.0,832.8,221.4,89.57,51.37,42.21,33.43
geom_269,113.5,106.2,219.0,1000.0,681.0,246.2,72.41,44.97,53.12,26.87
geom_270,190.0,166.1,654.3,1000.0,826.6,219.7,74.74,41.96,40.95,25.52
geom_271,111.7,98.53,689.2,1000.0,610.6,270.4,61.41,43.88,47.45,37.96
geom_272,148.6,196.2,494.5,1000.0,829.2,226.1,72.54,49.02,46.06,36.47
geom_273,132.0,130.0,406.8,1000.0,578.8,199.2,69.94,59.37,56.46,30.56
geom_274,168.8,77.91,459.7,1000.0,803.5,277.5,72.99,46.06,54.73,24.15
geom_275,133.2,180.0,673.7,1000.0,729.2,261.5,82.19,46.03,40.19,31.39
geom_276,199.7,112.3,338.6,1000.0,693.6,241.6,64.74,45.92,55.91,35.6
geom_277,180.5,85.6,567.1,1000.0,554.0,204.8,86.0,50.68,50.2,25.8
geom_278,181.3,168.9,695.0,1000.0,715.6,229.3,80.74,48.96,54.21,37.44
geom_279,178.5,73.65,419.7,1000.0,553.5,275.9,70.56,44.04,52.83,25.7
geom_280,157.3,153.3,271.6,1000.0,747.5,274.3,73.03,59.23,49.53,33.88
geom_281,180.3,73.19,566.2,1000.0,821.4,216.1,63.58,48.63,53.17,31.75
geom_282,185.9,108.8,593.6,1000.0,705.1,274.5,78.69,48.66,52.75,36.09
geom_283,141.2,186.5,619.1,1000.0,689.7,267.0,75.32,47.21,58.14,39.58
geom_284,160.4,151.0,516.6,1000.0,644.4,213.0,87.61,40.14,43.67,25.09
geom_285,169.8,90.88,600.1,1000.0,577.4,222.1,77.51,40.23,51.34,35.76
geom_286,100.0,78.49,263.7,1000.0,789.8,233.1,76.68,49.73,46.62,36.77
geom_287,192.8,145.5,671.9,1000.0,642.1,239.2,60.45,54.12,50.57,25.38
geom_288,135.4,178.4,606.3,1000.0,679.7,219.1,79.38,52.73,55.73,34.39
geom_289,136.4,181.9,381.3,1000.0,744.2,180.6,68.91,57.76,40.21,30.71
geom_290,192.7,69.3,350.8,1000.0,565.7,231.9,64.65,53.38,55.24,31.36
geom_291,198.0,53.48,494.7,1000.0,634.9,253.6,68.46,53.29,58.75,24.27
geom_292,132.8,99.48,520.8,1000.0,624.6,264.7,79.29,51.67,49.4,27.51
geom_293,128.3,131.9,361.8,1000.0,631.8,266.7,75.85,51.69,59.52,39.24
geom_294,158.2,156.9,440.3,1000.0,726.5,224.5,65.99,41.09,55.77,36.34
geom_295,140.8,154.1,381.0,1000.0,696.0,244.0,63.1,54.71,44.22,29.56
geom_296,197.2,84.49,254.7,1000.0,595.1,207.3,65.4,55.8,43.18,24.75
geom_297,110.9,134.5,215.5,1000.0,722.2,222.0,64.88,43.25,46.98,34.02
geom_298,154.8,119.3,299.8,1000.0,740.6,207.2,80.15,41.63,57.23,39.85
geom_299,116.1,124.9,399.2,1000.0,688.8,225.4,79.96,58.88,41.08,30.34
geom_300,163.5,136.2,683.4,1000.0,761.4,260.8,70.2,41.14,57.36,33.48
geom_301,116.8,56.87,304.1,1000.0,593.5,271.1,78.41,55.97,52.71,32.17
geom_302,190.5,111.9,351.6,1000.0,557.4,244.5,74.53,46.27,41.7,39.7
geom_303,173.1,132.4,251.1,1000.0,777.0,205.6,81.23,48.78,48.14,38.75
geom_304,149.0,78.32,537.9,1000.0,739.6,184.3,84.27,47.93,50.01,35.02
geom_305,186.6,113.0,315.0,1000.0,662.1,249.3,71.39,52.26,54.75,39.48
geom_306,162.2,89.83,260.0,1000.0,598.8,220.8,80.38,59.48,59.11,29.2
geom_307,161.9,104.0,688.3,1000.0,620.0,208.6,73.52,50.21,55.46,38.13
geom_308,111.8,119.4,303.9,1000.0,644.1,235.2,66.76,50.79,59.18,28.54
geom_309,196.5,82.12,657.0,1000.0,645.2,223.2,66.81,57.08,43.34,36.59
geom_310,107.1,132.6,663.7,1000.0,579.3,211.9,66.07,40.04,47.76,34.32
geom_311,176.5,128.1,443.3,1000.0,656.4,263.5,89.19,50.06,48.67,28.99
geom_312,121.1,118.8,466.0,1000.0,813.7,208.2,85.53,48.91,46.17,24.29
geom_313,113.0,161.3,270.6,1000.0,621.8,249.7,61.32,57.23,42.91,38.66
geom_314,151.9,109.9,546.3,1000.0,774.1,195.6,79.01,44.32,44.18,29.37
geom_315,147.0,86.27,323.6,1000.0,777.3,279.8,81.09,45.15,48.02,38.71
geom_316,149.9,177.0,326.9,1000.0,557.9,227.3,62.74,57.66,59.44,25.91
geom_317,107.3,180.3,396.7,1000.0,796.2,209.2,65.75,44.07,58.05,38.03
geom_318,111.8,140.0,430.5,1000.0,582.0,210.3,73.47,45.97,54.16,33.03
geom_319,122.5,159.1,679.4,1000.0,627.0,230.3,80.03,53.64,53.0,37.55
geom_320,183.6,166.3,232.2,1000.0,578.0,229.5,70.02,48.69,55.44,31.0
geom_321,173.3,150.7,200.6,1000.0,784.2,209.8,76.45,44.58,46.48,27.38
geom_322,118.2,52.04,238.0,1000.0,751.2,206.4,65.95,56.93,55.84,37.74
geom_323,162.4,145.1,564.7,1000.0,743.7,186.7,81.99,44.59,56.6,33.89
geom_324,190.2,150.9,225.7,1000.0,634.0,262.3,88.25,41.14,51.27,26.8
geom_325,192.9,57.43,256.7,1000.0,658.9,246.1,61.75,44.21,58.73,25.83
geom_326,164.7,139.2,645.6,1000.0,786.8,256.3,67.57,43.34,47.99,25.82
geom_327,115.2,183.4,376.6,1000.0,560.3,241.1,64.45,55.51,46.79,32.33
geom_328,189.2,62.84,471.6,1000.0,682.5,225.0,87.49,42.84,48.91,28.95
geom_329,105.8,100.5,552.7,1000.0,835.1,211.5,69.13,57.58,45.94,39.65
geom_330,143.5,142.0,679.7,1000.0,777.6,245.5,69.82,54.63,59.74,34.19
geom_331,166.2,167.2,677.2,1000.0,745.5,269.6,73.23,48.12,51.36,38.87
geom_332,150.7,65.04,423.6,1000.0,690.4,241.0,78.25,53.31,44.75,31.85
geom_333,167.1,113.2,479.5,1000.0,776.1,197.1,82.84,54.21,41.9,35.33
geom_334,150.0,119.9,363.9,1000.0,596.6,267.7,89.24,46.8,58.01,24.03
geom_335,110.7,58.26,353.7,1000.0,831.5,279.6,83.83,50.94,48.6,27.53
geom_336,170.5,119.0,648.9,1000.0,807.3,180.1,68.61,59.96,40.48,34.22
geom_337,134.0,77.24,504.2,1000.0,662.3,203.2,86.76,52.6,48.84,24.36
geom_338,170.1,83.65,610.4,1000.0,813.5,270.4,85.0,49.2,56.44,33.45
geom_339,155.8,193.0,379.1,1000.0,711.0,187.1,86.19,47.62,55.13,30.96
geom_340,189.6,116.4,552.4,1000.0,665.2,195.7,62.56,59.59,43.75,31.33
geom_341,150.4,153.7,460.5,1000.0,830.1,193.1,68.21,56.95,46.43,27.55
geom_342,113.7,70.9,467.0,1000.0,654.0,266.4,80.09,50.23,58.09,25.49
geom_343,126.6,195.8,460.3,1000.0,819.2,243.4,65.22,58.57,50.41,39.1
geom_344,197.0,175.1,529.4,1000.0,742.5,203.5,88.77,48.42,46.08,32.89
geom_345,159.4,105.0,271.4,1000.0,554.4,207.6,79.75,44.72,53.03,29.97
geom_346,160.0,115.6,243.2,1000.0,737.8,194.2,81.31,51.71,54.7,36.61
geom_347,144.2,106.0,213.7,1000.0,610.5,235.0,78.84,46.71,52.17,34.3
geom_348,107.5,55.77,293.2,1000.0,687.6,275.1,72.42,52.83,50.36,36.59
geom_349,121.7,154.5,346.3,1000.0,830.6,196.3,89.0,48.19,43.07,31.96
geom_350,185.3,67.21,544.9,1000.0,630.3,267.2,87.29,53.42,51.74,30.03
geom_351,125.6,146.7,666.6,1000.0,809.2,185.7,86.64,52.58,58.37,32.84
geom_352,155.7,130.4,371.5,1000.0,628.3,237.2,61.68,52.78,44.63,37.41
geom_353,129.0,117.9,269.5,1000.0,787.7,273.0,63.75,53.17,56.29,27.78
geom_354,183.1,197.3,498.6,1000.0,779.9,231.4,62.94,40.11,49.04,32.23
geom_355,117.1,121.7,527.4,1000.0,586.8,231.8,74.24,48.45,56.84,38.17
geom_356,135.6,147.7,453.0,1000.0,696.7,201.6,71.15,41.24,43.54,35.45
geom_357,126.1,166.9,249.7,1000.0,653.4,241.5,69.02,47.9,41.78,31.11
geom_358,103.6,122.9,628.3,1000.0,795.3,261.2,62.49,53.51,57.38,38.53
geom_359,182.9,98.76,313.8,1000.0,558.7,234.6,87.58,41.35,42.68,25.45
geom_360,198.4,107.8,417.5,1000.0,840.1,231.4,80.42,53.98,54.9,31.79
geom_361,111.5,120.1,207.3,1000.0,672.7,236.3,66.33,43.3,59.95,32.21
geom_362,144.5,127.7,402.1,1000.0,807.5,202.7,76.84,54.94,48.38,33.83
geom_363,155.6,124.5,349.2,1000.0,601.8,279.6,76.48,55.89,49.79,24.3
geom_364,111.3,181.4,208.6,1000.0,814.9,272.6,60.36,44.37,52.77,34.71
geom_365,118.0,189.5,357.0,1000.0,842.0,212.1,84.61,58.52,41.14,37.91
geom_366,180.0,105.7,239.3,1000.0,595.9,183.9,85.49,40.85,55.18,37.78
geom_367,181.4,160.3,493.6,1000.0,814.6,239.1,60.48,42.03,41.27,28.57
geom_368,172.7,191.3,419.3,1000.0,647.5,180.1,77.61,57.31,40.5,30.3
geom_369,169.1,56.37,224.8,1000.0,722.7,222.3,86.95,58.99,52.41,27.25
geom_370,106.3,74.87,645.1,1000.0,582.8,252.5,77.95,42.37,47.56,35.96
geom_371,155.3,155.7,404.5,1000.0,698.9,202.2,86.27,58.26,43.58,38.89
geom_372,156.1,92.63,221.7,1000.0,713.6,186.0,76.79,46.19,54.23,25.55
geom_373,157.5,190.3,328.1,1000.0,570.0,239.7,65.17,43.84,54.84,24.06
geom_374,192.0,121.5,300.8,1000.0,704.7,184.8,85.45,48.76,52.0,24.68
geom_375,177.9,97.62,434.6,1000.0,700.8,258.8,63.08,45.17,58.34,26.75
geom_376,129.9,100.9,348.9,1000.0,613.3,213.1,68.83,40.27,49.45,34.11
geom_377,116.8,142.7,427.2,1000.0,766.5,269.4,81.48,46.82,53.66,25.6
geom_378,149.1,61.09,548.2,1000.0,829.3,192.4,70.33,50.78,52.23,24.17
geom_379,172.0,86.12,223.7,1000.0,801.8,186.3,69.76,57.35,53.53,29.41
geom_380,170.0,197.6,512.5,1000.0,658.1,275.2,78.77,53.23,42.11,32.8
geom_381,184.1,54.25,248.7,1000.0,626.7,197.4,66.9,56.04,40.12,29.03
geom_382,134.2,162.9,545.4,1000.0,712.2,222.9,74.12,55.92,55.33,34.78
geom_383,149.3,175.2,360.1,1000.0,799.6,260.5,84.93,51.1,47.04,36.81
geom_384,137.5,150.1,570.2,1000.0,619.2,219.8,79.77,49.41,46.64,32.9
geom_385,180.3,63.13,244.6,1000.0,744.9,234.6,69.69,45.27,48.74,34.1
geom_386,147.8,97.25,371.7,1000.0,571.8,233.2,82.43,45.94,45.29,35.41
geom_387,154.5,157.0,372.9,1000.0,573.3,243.4,68.14,53.48,44.14,27.69
geom_388,126.1,160.5,477.8,1000.0,556.1,181.9,65.01,40.02,57.94,34.35
geom_389,148.3,80.05,542.6,1000.0,791.8,187.9,76.55,59.75,55.81,26.59
geom_390,125.8,197.0,214.3,1000.0,649.3,212.6,87.71,44.53,55.41,27.88
geom_391,147.9,153.6,217.7,1000.0,765.1,267.0,84.67,47.79,57.24,30.1
geom_392,101.9,159.0,335.6,1000.0,567.4,262.6,68.35,42.74,42.25,28.8
geom_393,155.1,174.9,592.5,1000.0,844.7,267.2,77.64,41.07,58.28,30.32
geom_394,186.4,176.8,244.1,1000.0,755.7,270.2,75.18,52.05,43.87,25.18
geom_395,112.2,108.8,417.0,1000.0,694.8,199.8,70.38,58.35,50.72,37.19
geom_396,187.5,132.7,439.6,1000.0,803.2,264.2,62.72,51.9,41.09,25.97
geom_397,124.9,91.19,546.7,1000.0,808.4,191.5,79.19,44.42,58.03,35.57
geom_398,132.6,101.2,364.2,1000.0,589.2,247.7,73.08,44.94,55.55,26.92
geom_399,138.2,105.8,525.3,1000.0,747.3,201.6,71.56,55.7,47.9,35.19
geom_400,109.7,180.8,336.3,1000.0,600.9,212.8,77.49,49.85,43.36,25.06
geom_401,115.5,139.8,426.4,1000.0,707.6,269.0,69.21,45.48,55.57,30.69
geom_402,109.0,169.8,319.1,1000.0,733.0,274.9,83.75,45.53,47.1,39.58
geom_403,124.4,95.39,355.8,1000.0,611.8,251.3,85.58,56.47,51.63,27.02
geom_404,135.2,148.0,376.3,1000.0,675.7,257.5,76.17,51.16,50.84,29.4
geom_405,174.7,187.1,487.2,1000.0,713.9,211.2,84.18,40.9,57.67,30.9
geom_406,129.4,90.75,334.1,1000.0,550.4,203.9,70.8,54.01,57.76,24.46
geom_407,199.5,117.3,204.0,1000.0,721.9,265.6,70.65,50.71,41.12,26.32
geom_408,143.8,96.83,228.7,1000.0,623.4,227.2,61.9,53.8,55.19,38.96
geom_409,114.0,87.4,471.4,1000.0,648.6,278.8,63.79,42.87,40.68,36.41
geom_410,158.1,172.5,313.4,1000.0,577.0,220.3,90.0,50.44,50.44,38.58
geom_411,161.6,114.8,516.3,1000.0,615.1,269.2,62.84,58.0,52.94,24.6
geom_412,141.2,61.51,220.2,1000.0,839.7,265.8,64.51,53.0,51.42,35.07
geom_413,127.0,158.1,642.3,1000.0,599.6,238.7,79.83,54.7,57.68,24.76
geom_414,141.1,86.98,662.5,1000.0,758.4,252.3,77.07,55.83,54.58,39.89
geom_415,138.0,80.25,277.1,1000.0,776.4,230.1,65.41,43.13,45.55,24.88
geom_416,138.9,108.1,287.2,1000.0,642.7,261.0,82.31,58.14,42.13,34.46
geom_417,108.9,171.1,233.7,1000.0,716.0,237.6,84.84,45.67,42.34,34.76
geom_418,162.0,76.17,434.1,1000.0,789.6,232.6,84.87,47.72,40.82,28.67
geom_419,159.2,142.9,217.3,1000.0,792.8,273.2,85.67,54.44,55.52,35.69
geom_420,147.3,119.8,370.8,1000.0,746.4,270.6,68.18,57.88,54.11,39.72
geom_421,162.5,67.01,603.7,1000.0,744.5,199.8,64.81,41.51,49.01,26.54
geom_422,195.1,120.9,462.1,1000.0,811.0,189.0,62.39,52.66,42.06,39.32
geom_423,150.9,111.2,305.1,1000.0,606.6,244.7,82.56,48.81,45.32,29.48
geom_424,153.3,110.7,209.6,1000.0,837.6,264.7,85.21,53.36,58.36,38.18
geom_425,119.2,53.15,528.5,1000.0,558.3,265.5,67.01,43.04,57.88,35.71
geom_426,102.5,189.9,438.8,1000.0,637.4,216.3,60.16,42.49,50.47,26.58
geom_427,160.4,179.0,284.0,1000.0,810.3,237.8,72.75,44.74,59.09,33.66
geom_428,128.0,149.2,595.2,1000.0,560.0,238.8,89.03,45.2,48.41,29.32
geom_429,142.6,155.9,574.9,1000.0,635.1,206.8,66.69,52.89,40.15,34.96
geom_430,194.6,179.4,422.5,1000.0,609.2,250.5,84.65,44.2,50.67,26.83
geom_431,189.8,146.8,505.4,1000.0,738.6,230.2,84.12,56.05,58.11,32.74
geom_432,168.1,141.6,515.7,1000.0,732.7,257.8,64.01,52.95,56.58,24.46
geom_433,111.5,139.4,649.1,1000.0,703.0,219.3,81.46,45.57,57.45,32.45
geom_434,135.9,181.5,573.3,1000.0,710.7,210.7,88.66,59.64,54.53,28.08
geom_435,145.4,65.88,534.3,1000.0,603.5,212.4,74.6,46.37,49.62,28.82
geom_436,138.9,115.0,495.6,1000.0,760.8,246.9,67.68,44.62,43.79,34.2
geom_437,184.9,192.8,353.3,1000.0,737.1,229.6,67.74,42.44,50.95,33.51
geom_438,121.3,85.88,556.0,1000.0,720.6,270.7,71.23,59.12,49.89,36.24
geom_439,194.0,66.08,201.9,1000.0,802.8,192.2,88.46,41.7,57.28,33.96
geom_440,174.4,115.2,402.5,1000.0,621.6,193.0,69.48,42.65,49.74,29.08
geom_441,199.2,67.68,307.8,1000.0,750.3,266.9,68.61,49.23,56.92,33.93
geom_442,114.3,59.47,668.5,1000.0,758.6,191.3,85.28,55.48,51.66,32.2
geom_443,194.3,109.5,312.2,1000.0,607.0,196.9,70.48,56.36,53.05,37.38
geom_444,177.8,131.0,393.8,1000.0,775.7,182.7,62.13,59.69,44.29,32.04
geom_445,146.9,102.0,274.8,1000.0,793.4,258.7,65.06,41.77,57.21,25.22
geom_446,133.8,158.3,631.9,1000.0,562.2,261.0,85.34,41.57,47.14,24.67
geom_447,129.4,103.4,464.8,1000.0,607.2,267.6,71.44,40.25,59.08,29.52
geom_448,162.8,146.0,681.5,1000.0,713.3,218.2,75.77,55.14,48.97,27.46
geom_449,107.2,190.8,415.9,1000.0,730.5,233.5,82.1,46.96,46.93,30.5
geom_450,174.1,100.4,403.2,1000.0,833.7,217.8,60.4,53.59,52.99,27.08
geom_451,187.2,94.99,222.9,1000.0,684.0,276.0,85.87,58.54,43.11,39.93
geom_452,120.5,121.4,287.5,1000.0,838.4,257.2,69.08,51.62,59.85,35.1
geom_453,163.3,93.94,567.8,1000.0,806.3,193.7,81.24,55.66,46.67,26.14
geom_454,140.7,171.5,569.8,1000.0,649.2,183.6,81.74,55.2,40.3,34.84
geom_455,109.0,168.7,572.0,1000.0,664.5,270.2,82.94,54.74,42.56,34.38
geom_456,136.1,62.26,390.9,1000.0,770.6,259.6,77.22,41.7,53.98,36.29
geom_457,159.6,63.62,275.5,1000.0,675.5,203.4,73.19,56.8,51.47,35.05
geom_458,143.3,86.78,401.1,1000.0,737.9,235.8,89.05,53.66,40.45,33.31
geom_459,157.6,105.6,259.3,1000.0,847.7,201.4,83.94,54.57,44.87,32.25
geom_460,101.6,76.68,403.7,1000.0,768.2,239.0,76.23,59.09,59.21,24.03
geom_461,161.0,164.0,236.6,1000.0,659.7,232.4,89.13,49.17,48.2,34.85
geom_462,135.8,80.89,508.3,1000.0,560.7,240.7,80.26,40.98,57.34,39.0
geom_463,127.7,151.8,655.4,1000.0,686.5,198.8,74.2,52.35,45.34,30.25
geom_464,147.5,160.8,688.6,1000.0,821.7,231.2,71.28,55.91,59.73,31.64
geom_465,168.7,129.1,226.2,1000.0,824.6,185.6,77.09,59.02,42.09,29.14
geom_466,139.6,148.2,572.2,1000.0,576.4,234.2,62.02,40.96,45.88,25.3
geom_467,165.0,176.2,209.3,1000.0,597.2,252.8,82.11,45.77,43.85,35.4
geom_468,106.1,99.91,354.4,1000.0,575.0,229.5,71.72,50.12,57.55,28.17
geom_469,186.3,159.7,672.3,1000.0,648.4,185.7,61.42,59.99,41.2,32.53
geom_470,137.1,85.34,669.2,1000.0,781.6,221.2,72.3,49.25,44.58,26.06
geom_471,135.6,186.2,662.5,1000.0,574.2,260.7,83.53,59.22,50.31,29.24
geom_472,110.1,118.3,339.9,1000.0,553.8,236.5,81.69,45.7,58.93,37.98
geom_473,182.1,69.53,585.6,1000.0,751.6,204.4,82.72,52.37,45.37,31.23
geom_474,112.8,91.8,559.6,1000.0,685.1,187.2,67.94,59.27,57.95,27.96
geom_475,151.3,188.7,310.8,1000.0,756.6,186.3,79.98,58.0,43.76,34.78
geom_476,186.6,70.54,493.0,1000.0,697.1,274.6,73.79,58.13,52.86,29.91
geom_477,142.2,178.3,302.0,1000.0,660.8,275.7,75.59,58.84,59.91,30.59
geom_478,151.9,184.0,245.9,1000.0,578.4,236.5,70.08,40.01,52.89,29.67
geom_479,110.6,124.0,428.6,1000.0,685.7,207.4,66.33,50.86,50.14,31.13
geom_480,134.7,145.4,470.9,1000.0,646.0,217.7,81.57,55.34,54.9,26.55
geom_481,199.9,94.09,450.5,1000.0,668.9,258.6,70.01,43.97,52.19,33.37
geom_482,116.4,135.7,320.8,1000.0,646.3,262.9,62.65,56.13,48.47,27.92
geom_483,187.1,146.6,342.2,1000.0,634.3,194.6,86.13,47.83,40.62,28.48
geom_484,104.7,120.5,398.8,1000.0,676.5,208.8,63.84,41.05,48.65,25.28
geom_485,170.3,138.5,571.2,1000.0,708.4,250.9,64.56,47.05,59.56,26.93
geom_486,103.3,116.9,697.2,1000.0,765.2,219.9,76.97,46.39,40.07,32.07
geom_487,182.3,174.2,337.4,1000.0,566.1,279.1,80.96,56.46,48.08,30.38
geom_488,170.9,192.8,626.0,1000.0,842.5,215.1,83.44,59.05,50.58,31.23
geom_489,142.9,99.25,538.8,1000.0,599.4,228.7,60.76,59.41,50.11,24.63
geom_490,136.8,167.5,685.7,1000.0,585.4,239.9,88.7,50.19,56.03,28.06
geom_491,153.2,91.1,585.4,1000.0,744.0,208.8,60.66,48.0,40.38,33.55
geom_492,195.0,164.6,652.7,1000.0,805.9,191.9,82.02,50.28,51.93,36.68
geom_493,120.9,119.1,234.7,1000.0,791.4,256.9,75.08,42.12,58.4,30.61
geom_494,163.7,100.6,378.2,1000.0,568.8,185.4,69.73,59.85,42.92,36.72
geom_495,188.1,92.02,441.9,1000.0,771.5,216.1,66.42,46.22,50.92,39.83
geom_496,102.6,117.5,329.0,1000.0,748.7,193.3,81.87,48.88,51.69,31.94
geom_497,172.5,78.2,519.9,1000.0,692.7,266.2,66.26,53.49,54.82,24.11
geom_498,187.6,71.09,437.8,1000.0,649.8,204.6,87.09,57.25,49.92,30.21
